6.83162, 6.65751, 6.39497, 6.06073, 5.67817, 5.27486, 4.87989, 4.52108, 4.22236, 4.00167, 3.86945, 3.82784, 3.87078, 3.98471, 4.15009, 4.34326, 4.53869, 4.71125, 4.83841, 4.90204, 4.88984, 4.79611, 4.62201, 4.3752, 4.06891, 3.7207, 3.35083, 2.98057, 2.6305, 2.31897, 2.06083, 1.86647, 1.74132, 1.6857, 1.69508, 1.76066, 1.87025, 2.00925, 2.16182, 2.31197, 2.4446, 2.54641, 2.60662, 2.61742, 2.57427, 2.47591, 2.32422, 2.12386, 1.88183, 1.6069, 1.30902, 1.41346, 1.49494, 1.54353, 1.55044, 1.50869, 1.4136, 1.26331, 1.05907, 0.805411, 0.510149, 0.184073, -0.15952, -0.505534, -0.837978, -1.14101, -1.40003, -1.60286, -1.74068, -1.80897, -1.80806, -1.74336, -1.62527, -1.46865, -1.29183, -1.1154, -0.960632, -0.847793, -0.794426, -0.813777, -0.913492, -1.09473, -1.35181, -1.67242, -2.03842, -2.4273, -2.81391, -3.17273, -3.48011, -3.71649, -3.86832, -3.92954, -3.9023, -3.79702, -3.63165, -3.43013, -3.22026, -3.03114, -2.89035, -2.82125, 
6.65751, 6.39565, 6.0613, 5.67829, 5.27477, 4.8804, 4.52348, 4.2283, 4.01293, 3.88765, 3.85425, 3.90601, 4.02863, 4.20167, 4.40066, 4.59932, 4.77205, 4.8961, 4.95345, 4.93228, 4.82769, 4.64186, 4.38368, 4.06763, 3.71247, 3.33948, 2.97067, 2.627, 2.32679, 2.08443, 1.90949, 1.80624, 1.77358, 1.80545, 1.89152, 2.01814, 2.1695, 2.32886, 2.47969, 2.60677, 2.69711, 2.74061, 2.73049, 2.66351, 2.53989, 2.36306, 2.13924, 1.87685, 1.58589, 1.27731, 0.962312, 1.08774, 1.20675, 1.30813, 1.38094, 1.41519, 1.40244, 1.33648, 1.21388, 1.03443, 0.801357, 0.52144, 0.204779, -0.135626, -0.484561, -0.825502, -1.14169, -1.41733, -1.63878, -1.7957, -1.88201, -1.89665, -1.84387, -1.73323, -1.57913, -1.3999, -1.21649, -1.0509, -0.924431, -0.855819, -0.859576, -0.944556, -1.11296, -1.3599, -1.67352, -2.03582, -2.42407, -2.81262, -3.17524, -3.48743, -3.72877, -3.88494, -3.94924, -3.92344, -3.81783, -3.65049, -3.44569, -3.23174, -3.03831, -2.89354, 
6.39497, 6.0613, 5.67833, 5.27473, 4.88071, 4.52512, 4.23264, 4.02153, 3.90205, 3.87568, 3.93519, 4.06556, 4.24558, 4.44995, 4.65173, 4.8248, 4.94617, 4.99795, 4.96871, 4.85429, 4.65788, 4.3895, 4.06485, 3.70383, 3.32869, 2.96213, 2.62544, 2.33686, 2.11032, 1.9545, 1.8725, 1.86182, 1.91487, 2.0198, 2.16159, 2.32329, 2.48733, 2.63677, 2.75638, 2.8336, 2.85913, 2.82734, 2.73637, 2.58797, 2.38717, 2.1417, 1.86137, 1.55735, 1.24144, 0.925371, 0.620223, 0.739671, 0.870028, 1.00023, 1.11855, 1.21317, 1.27293, 1.28803, 1.25072, 1.15598, 1.00207, 0.790829, 0.5279, 0.222575, -0.11257, -0.462319, -0.809726, -1.13722, -1.42786, -1.66661, -1.84163, -1.94533, -1.97522, -1.93438, -1.83151, -1.68053, -1.49967, -1.31024, -1.13493, -0.995988, -0.91331, -0.902611, -0.9739, -1.13037, -1.36785, -1.67493, -2.03371, -2.4212, -2.81128, -3.177, -3.49308, -3.73829, -3.89762, -3.96385, -3.93844, -3.83166, -3.66178, -3.45347, -3.23557, -3.03831, 
6.06073, 5.67829, 5.27473, 4.88082, 4.52596, 4.23529, 4.02735, 3.91247, 3.89193, 3.95809, 4.09532, 4.28167, 4.49109, 4.69596, 4.86965, 4.98893, 5.03593, 4.99961, 4.87648, 4.67065, 4.39323, 4.06107, 3.69517, 3.31869, 2.95499, 2.62563, 2.34879, 2.13786, 2.00066, 1.93911, 1.94929, 2.02214, 2.14432, 2.29949, 2.46963, 2.63645, 2.78268, 2.89322, 2.95602, 2.9627, 2.90886, 2.79409, 2.62174, 2.39841, 2.13335, 1.83768, 1.52363, 1.20375, 0.890156, 0.593948, 0.324669, 0.412116, 0.526487, 0.65824, 0.796286, 0.928495, 1.04233, 1.12555, 1.16704, 1.15756, 1.09048, 0.96248, 0.773961, 0.529324, 0.236947, -0.0911211, -0.439779, -0.791758, -1.12876, -1.43278, -1.68746, -1.87949, -1.99976, -2.04441, -2.01531, -1.9203, -1.77279, -1.59091, -1.39628, -1.21221, -1.06189, -0.966308, -0.942322, -1.00103, -1.14655, -1.3754, -1.67651, -2.03204, -2.41875, -2.81001, -3.17819, -3.49726, -3.74525, -3.90655, -3.9735, -3.9474, -3.83856, -3.66554, -3.45347, -3.23174, 
5.67817, 5.27477, 4.88071, 4.52596, 4.23618, 4.03028, 3.91877, 3.90285, 3.97456, 4.11776, 4.30984, 4.52403, 4.73205, 4.90676, 5.02461, 5.06776, 5.02544, 4.89477, 4.68071, 4.39538, 4.05674, 3.68681, 3.30964, 2.9492, 2.62734, 2.3621, 2.16638, 2.04713, 2.00507, 2.03493, 2.12617, 2.26402, 2.43088, 2.60774, 2.77566, 2.91714, 3.0173, 3.06472, 3.05201, 2.9761, 2.83807, 2.64287, 2.39871, 2.11627, 1.80796, 1.48694, 1.16636, 0.8586, 0.574598, 0.32341, 0.111864, 0.145445, 0.218665, 0.3247, 0.454495, 0.597102, 0.740152, 0.870499, 0.97496, 1.04116, 1.05838, 1.01844, 0.916387, 0.751119, 0.525734, 0.247606, -0.0718496, -0.417736, -0.772561, -1.11739, -1.43321, -1.70242, -1.91025, -2.04615, -2.10487, -2.08712, -1.99984, -1.85595, -1.67348, -1.47428, -1.28232, -1.12164, -1.01429, -0.9782, -1.0255, -1.16115, -1.38227, -1.67809, -2.03077, -2.41676, -2.80892, -3.17896, -3.50013, -3.74981, -3.91186, -3.97831, -3.95038, -3.83856, -3.66178, -3.44569, 
5.27486, 4.8804, 4.52512, 4.23529, 4.03028, 3.92088, 3.90833, 3.98449, 4.13278, 4.33001, 4.54875, 4.76007, 4.93626, 5.05347, 5.09376, 5.04659, 4.9096, 4.68851, 4.39638, 4.0522, 3.67898, 3.30162, 2.94467, 2.63025, 2.3763, 2.19521, 2.09306, 2.06944, 2.11773, 2.22594, 2.37796, 2.55496, 2.737, 2.90458, 3.04007, 3.12886, 3.16026, 3.12798, 3.03027, 2.86979, 2.65309, 2.38995, 2.09249, 1.77424, 1.44924, 1.13111, 0.832282, 0.563421, 0.332925, 0.146665, 0.00788456, -0.0274332, -0.015272, 0.0411257, 0.135887, 0.260612, 0.40465, 0.555552, 0.699696, 0.823058, 0.912097, 0.95469, 0.941069, 0.864678, 0.722865, 0.517362, 0.254463, -0.0551273, -0.396809, -0.752945, -1.10404, -1.43016, -1.71247, -1.93486, -2.08533, -2.15729, -2.15029, -2.07044, -1.93012, -1.74727, -1.54401, -1.34489, -1.17481, -1.05679, -1.0098, -1.04691, -1.17384, -1.38823, -1.67954, -2.02984, -2.41525, -2.80809, -3.17942, -3.50181, -3.75206, -3.91362, -3.97831, -3.9474, -3.83166, -3.65049, 
4.87989, 4.52348, 4.23264, 4.02735, 3.91877, 3.90833, 3.98781, 4.14031, 4.34214, 4.56524, 4.78004, 4.95828, 5.0757, 5.11421, 5.06341, 4.92136, 4.69444, 4.3966, 4.04775, 3.67187, 3.29466, 2.94126, 2.63406, 2.39089, 2.22366, 2.13766, 2.13132, 2.19674, 2.32056, 2.48532, 2.67105, 2.85694, 3.02301, 3.15154, 3.22831, 3.24338, 3.19161, 3.07267, 2.89078, 2.65412, 2.37399, 2.06387, 1.73837, 1.41225, 1.09947, 0.812403, 0.56125, 0.353604, 0.19425, 0.0851258, 0.0254713, -0.0851052, -0.146211, -0.157086, -0.119671, -0.0387468, 0.0780885, 0.220641, 0.376528, 0.531793, 0.671684, 0.781584, 0.848016, 0.859672, 0.80838, 0.689918, 0.50461, 0.257611, -0.0411543, -0.377452, -0.733575, -1.08953, -1.42452, -1.71857, -1.95422, -2.11812, -2.20234, -2.20535, -2.1324, -1.99543, -1.81226, -1.60528, -1.39963, -1.22102, -1.09341, -1.03673, -1.0649, -1.18434, -1.39309, -1.68074, -2.02921, -2.41424, -2.80757, -3.17963, -3.50236, -3.75206, -3.91186, -3.9735, -3.93844, -3.81783, 
4.52108, 4.2283, 4.02153, 3.91247, 3.90285, 3.98449, 4.14031, 4.34618, 4.57348, 4.792, 4.9729, 5.09145, 5.12934, 5.0762, 4.93037, 4.69885, 4.39633, 4.04363, 3.66561, 3.28876, 2.93881, 2.63842, 2.40535, 2.2511, 2.18014, 2.18988, 2.27113, 2.40922, 2.58541, 2.77864, 2.96728, 3.13092, 3.25182, 3.31619, 3.31492, 3.24405, 3.10468, 2.90261, 2.64763, 2.35255, 2.03211, 1.70194, 1.37738, 1.07261, 0.799786, 0.568506, 0.385419, 0.254096, 0.175073, 0.146094, 0.162469, -0.0202698, -0.157652, -0.24499, -0.280027, -0.263302, -0.198382, -0.0919191, 0.0464938, 0.204687, 0.3685, 0.522569, 0.651294, 0.739911, 0.77561, 0.748616, 0.653127, 0.48803, 0.2573, -0.02997, -0.359969, -0.714975, -1.07456, -1.41712, -1.72157, -1.96918, -2.14527, -2.24068, -2.25278, -2.18608, -2.05205, -1.86845, -1.65797, -1.44631, -1.25997, -1.12382, -1.05866, -1.0792, -1.19242, -1.39667, -1.68159, -2.02885, -2.41373, -2.8074, -3.17963, -3.50181, -3.74981, -3.90655, -3.96384, -3.92344, 
4.22236, 4.01293, 3.90205, 3.89193, 3.97456, 4.13278, 4.34214, 4.57348, 4.79599, 4.98019, 5.10086, 5.13933, 5.08516, 4.93691, 4.70201, 4.39583, 4.04003, 3.6603, 3.2839, 2.93714, 2.643, 2.41921, 2.27689, 2.2198, 2.24433, 2.34012, 2.49121, 2.67765, 2.87731, 3.06783, 3.22839, 3.34128, 3.39317, 3.37582, 3.28646, 3.12766, 2.9068, 2.63523, 2.32722, 1.99875, 1.66631, 1.34576, 1.05135, 0.79488, 0.58522, 0.427946, 0.325303, 0.276343, 0.277264, 0.321863, 0.402092, 0.159366, -0.0477254, -0.211138, -0.32467, -0.384518, -0.389737, -0.342568, -0.248594, -0.11667, 0.041383, 0.211328, 0.377306, 0.522824, 0.631898, 0.690265, 0.686568, 0.61343, 0.468286, 0.253908, -0.0214815, -0.344529, -0.697544, -1.05971, -1.40864, -1.72222, -1.9805, -2.16752, -2.27292, -2.29309, -2.23179, -2.10014, -1.91588, -1.70197, -1.48473, -1.29142, -1.14774, -1.07534, -1.08958, -1.19791, -1.39887, -1.68204, -2.02873, -2.41373, -2.80757, -3.17942, -3.50013, -3.74525, -3.89762, -3.94924, 
4.00167, 3.88765, 3.87568, 3.95809, 4.11776, 4.33001, 4.56524, 4.792, 4.98019, 5.10399, 5.1443, 5.09048, 4.94115, 4.70411, 4.3953, 4.03709, 3.65599, 3.28002, 2.93607, 2.64748, 2.43201, 2.30047, 2.25598, 2.29399, 2.40303, 2.56593, 2.76156, 2.9668, 3.15855, 3.31563, 3.4204, 3.45999, 3.42706, 3.32005, 3.14298, 2.90479, 2.61839, 2.29943, 1.96506, 1.63257, 1.3182, 1.03616, 0.797781, 0.611066, 0.480411, 0.406644, 0.387269, 0.416901, 0.487829, 0.590659, 0.714977, 0.43203, 0.170576, -0.0589755, -0.24723, -0.386478, -0.471334, -0.499302, -0.47121, -0.391455, -0.268032, -0.112291, 0.0615791, 0.237325, 0.397654, 0.525435, 0.604998, 0.623441, 0.571821, 0.446125, 0.247909, -0.0154845, -0.331188, -0.681564, -1.04543, -1.39969, -1.7212, -1.98887, -2.18551, -2.29963, -2.32672, -2.26987, -2.1399, -1.95458, -1.73723, -1.51475, -1.31517, -1.16498, -1.08657, -1.09587, -1.20068, -1.39962, -1.68204, -2.02885, -2.41424, -2.80809, -3.17896, -3.49726, -3.73829, -3.88494, 
